ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage_kms,Engine_cc,Power_bhp,Seats,New_Price_Lakh,Price,Price_Difference_Lakh
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,1,0,First,20.46,1461.0,83.8,5.0,20.48,5.95,14.530000000000001
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,0,0,Second,15.29,1591.0,121.3,5.0,20.48,8.15,12.33
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,0,1,First,20.51,998.0,67.0,5.0,20.48,4.22,16.26
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,0,1,First,11.74,1796.0,186.0,5.0,20.48,10.5,9.98
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,1,1,First,11.8,2967.0,246.7,5.0,20.48,45.0,-24.52
217,Hyundai i10 Magna 1.1,Pune,2012,44000,0,0,Second,19.81,1086.0,68.05,5.0,20.48,2.9,17.580000000000002
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,0,1,First,14.3,1598.0,103.52,5.0,20.48,8.9,11.58
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,0,1,First,14.67,1798.0,177.46,5.0,33.58,26.0,7.579999999999998
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,0,0,First,17.19,1197.0,81.86,5.0,20.48,8.22,12.26
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,1,0,Second,25.8,1498.0,98.6,5.0,20.48,3.5,16.98
222,Maruti Wagon R LXI,Chennai,2004,61000,0,0,Second,18.9,998.0,67.1,5.0,20.48,1.25,19.23
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,1,0,First,21.03,1461.0,65.0,5.0,9.12,3.7,5.419999999999999
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,1,1,First,19.27,2143.0,167.62,5.0,20.48,39.41,-18.929999999999996
225,Maruti Wagon R VXI,Kolkata,2013,32000,0,0,First,22.5,998.0,67.04,5.0,5.29,2.65,2.64
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,1,0,Second,19.01,1461.0,108.5,5.0,20.48,8.92,11.56
228,Mini Cooper Convertible S,Kochi,2017,26327,0,1,First,16.82,1998.0,189.08,4.0,44.28,35.67,8.61
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,1,0,Second,17.2,1396.0,53.5,5.0,20.48,0.85,19.63
231,Chevrolet Beat LT,Kochi,2016,60813,0,0,Second,18.6,1199.0,76.8,5.0,20.48,3.32,17.16
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,1,0,First,22.07,1199.0,73.9,5.0,20.48,3.6,16.88
233,Maruti Swift ZDi,Hyderabad,2016,64000,1,0,First,22.9,1248.0,74.0,5.0,20.48,6.8,13.68
234,Ford Figo Diesel EXI,Kolkata,2012,41284,1,0,First,20.0,1399.0,68.05,5.0,20.48,2.5,17.98
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,1,1,First,11.36,2755.0,171.5,7.0,20.74,19.64,1.0999999999999979
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,1,1,Second,11.72,2199.0,194.3,7.0,20.48,7.0,13.48
237,Honda City i-VTEC V,Kolkata,2011,32572,0,0,First,17.4,1497.0,117.3,5.0,11.74,3.87,7.87
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,0,0,First,18.6,1197.0,81.83,5.0,20.48,6.27,14.21
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,1,1,First,19.27,2143.0,167.62,5.0,20.48,18.12,2.3599999999999994
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,1,0,First,25.44,936.0,57.6,5.0,20.48,2.65,17.830000000000002
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,1,0,First,22.54,1396.0,88.73,5.0,20.48,7.2,13.280000000000001
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,1,0,First,12.99,2494.0,100.6,7.0,20.48,14.3,6.18
243,Maruti Ertiga VDI,Chennai,2013,52000,1,0,First,20.77,1248.0,88.76,7.0,20.48,6.9,13.58
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,1,0,First,12.8,2494.0,102.0,7.0,20.48,10.75,9.73
246,Honda City i VTEC V,Kochi,2016,33915,0,0,First,17.8,1497.0,117.3,5.0,20.48,8.09,12.39
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,1,1,First,17.05,1995.0,184.0,5.0,20.48,18.5,1.9800000000000004
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,1,0,First,24.0,1120.0,70.0,5.0,20.48,4.75,15.73
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,1,0,First,28.09,1248.0,88.5,5.0,20.48,8.45,12.030000000000001
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,1,0,First,20.5,1598.0,103.6,5.0,20.48,3.5,16.98
251,Hyundai Accent CRDi,Kochi,2006,160538,1,0,First,13.1,1493.0,82.0,5.0,20.48,1.8,18.68
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,1,0,Second,19.91,1498.0,103.6,5.0,20.48,3.7,16.78
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,0,0,First,18.7,1199.0,88.7,5.0,20.48,7.17,13.31
254,Hyundai i10 Era,Jaipur,2010,83000,0,0,First,19.81,1086.0,68.05,5.0,20.48,1.75,18.73
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,1,1,First,16.38,1995.0,183.0,5.0,20.48,21.99,-1.509999999999998
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,1,0,First,13.68,2393.0,147.8,7.0,25.52,18.65,6.870000000000001
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,0,0,Third,19.7,796.0,35.0,5.0,20.48,1.85,18.63
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,0,0,Second,20.4,1197.0,81.8,5.0,20.48,5.95,14.530000000000001
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,0,0,First,18.9,1197.0,82.0,5.0,20.48,3.75,16.73
260,Maruti Swift VDI,Pune,2012,120000,1,0,First,22.9,1248.0,74.0,5.0,20.48,3.75,16.73
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,1,0,First,22.0,1582.0,126.2,5.0,14.07,2.6,11.47
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,0,0,First,17.0,1197.0,80.0,5.0,20.48,2.8,17.68
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,1,1,First,11.57,2987.0,254.79,5.0,95.13,61.29,33.839999999999996
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,1,0,Second,15.8,2148.0,170.0,5.0,20.48,18.0,2.4800000000000004
266,Maruti Ritz ZDi,Hyderabad,2014,88500,1,0,First,23.2,1248.0,73.94,5.0,20.48,4.35,16.130000000000003
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,1,0,First,19.67,1582.0,126.2,5.0,20.48,13.75,6.73
268,Maruti A-Star Vxi,Pune,2010,67000,0,0,First,19.0,998.0,66.1,5.0,20.48,2.0,18.48
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,1,0,First,19.64,1461.0,108.45,5.0,20.48,10.0,10.48
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,1,0,First,17.8,1248.0,76.0,5.0,20.48,1.65,18.830000000000002
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,1,1,First,16.55,2993.0,258.0,5.0,20.48,45.77,-25.290000000000003
272,Hyundai i10 Sportz,Bangalore,2010,36000,0,0,Second,20.36,1197.0,78.9,5.0,20.48,3.25,17.23
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,1,0,First,12.8,2494.0,102.0,7.0,20.48,12.8,7.68
274,Maruti Zen VXI BSII,Mumbai,2002,60000,0,0,Third,17.3,993.0,60.0,5.0,20.48,0.55,19.93
275,Maruti Swift VDI,Hyderabad,2018,31025,1,0,First,28.4,1248.0,74.0,5.0,20.48,7.15,13.33
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,1,0,Second,12.05,2179.0,120.0,8.0,20.48,7.0,13.48
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,1,0,First,22.95,1248.0,74.0,5.0,8.34,3.75,4.59
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,0,0,First,18.88,999.0,123.24,5.0,20.48,8.5,11.98
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,1,0,First,23.4,1248.0,74.0,5.0,20.48,4.35,16.130000000000003
280,Maruti Alto 800 LXI,Kochi,2016,32227,0,0,First,22.74,796.0,47.3,5.0,20.48,3.26,17.22
281,Honda City 1.5 S MT,Jaipur,2011,55000,0,0,First,17.0,1497.0,118.0,5.0,20.48,4.21,16.27
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,1,1,First,12.07,2967.0,241.4,7.0,20.48,70.36,-49.879999999999995
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,1,1,Second,17.0,1896.0,105.0,5.0,20.48,2.95,17.53
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,0,0,First,17.1,1591.0,121.3,5.0,20.48,4.28,16.2
285,Honda City 1.5 V AT,Jaipur,2009,78442,0,1,First,16.8,1497.0,118.0,5.0,20.48,3.57,16.91
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,1,0,First,21.9,1396.0,88.8,5.0,20.48,3.11,17.37
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,0,1,First,15.0,1396.0,98.6,5.0,20.48,5.96,14.52
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,1,0,First,20.54,1598.0,103.6,5.0,20.48,4.7,15.780000000000001
289,Honda City i VTEC VX,Ahmedabad,2014,49000,0,0,First,17.4,1497.0,117.3,5.0,20.48,6.9,13.58
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,1,0,First,22.95,1248.0,74.0,5.0,8.34,5.25,3.09
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,1,1,First,18.48,1995.0,177.0,5.0,20.48,28.0,-7.52
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,0,0,First,18.9,1061.0,67.0,5.0,20.48,1.35,19.13
293,Honda Jazz VX,Delhi,2015,62178,0,0,First,18.2,1199.0,88.7,5.0,8.85,4.85,4.0
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,1,0,First,15.0,1896.0,105.0,5.0,20.48,6.7,13.780000000000001
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,0,0,First,20.36,1197.0,78.9,5.0,20.48,3.1,17.38
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,1,1,First,19.27,2143.0,170.0,5.0,20.48,18.64,1.8399999999999999
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,0,0,First,20.36,1197.0,78.9,5.0,20.48,2.8,17.68
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,1,0,First,13.68,2393.0,147.8,7.0,25.4,20.25,5.149999999999999
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,1,1,First,17.68,1968.0,174.33,5.0,20.48,26.78,-6.300000000000001
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,1,0,Second,12.99,2494.0,100.6,7.0,20.48,8.26,12.22
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,0,0,First,16.47,1198.0,73.9,5.0,20.48,3.89,16.59
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,0,0,First,20.92,998.0,67.1,5.0,20.48,2.1,18.38
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,0,1,First,18.0,1497.0,117.3,5.0,16.67,12.69,3.980000000000002
304,Tata Indigo LX,Coimbatore,2013,59138,1,0,First,17.0,1405.0,70.0,5.0,20.48,2.58,17.9
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,1,1,First,17.68,1968.0,174.33,5.0,20.48,20.77,-0.28999999999999915
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,1,1,First,17.9,2143.0,136.0,5.0,20.48,20.26,0.21999999999999886
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,0,1,First,23.1,998.0,67.04,5.0,20.48,4.25,16.23
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,1,1,First,17.9,2143.0,201.15,5.0,79.43,57.0,22.430000000000007
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,1,1,First,12.7,2179.0,187.7,5.0,20.48,44.0,-23.52
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,1,0,First,20.54,1598.0,103.6,5.0,20.48,3.65,16.830000000000002
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,0,0,First,14.0,796.0,35.0,5.0,20.48,2.05,18.43
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,0,0,First,18.5,1198.0,86.8,5.0,6.62,3.13,3.49
315,Tata Sumo Delux,Hyderabad,2000,158000,1,0,Second,14.07,2956.0,83.1,7.0,20.48,1.5,18.98
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,1,0,First,18.0,1248.0,75.0,5.0,20.48,2.85,17.63
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,0,0,First,18.9,998.0,67.1,5.0,20.48,2.65,17.830000000000002
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,1,0,First,16.0,2179.0,140.0,7.0,20.48,10.6,9.88
319,Tata Indigo LS Dicor,Pune,2008,138000,1,0,Second,17.1,1396.0,70.0,5.0,20.48,1.25,19.23
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,0,0,First,16.02,1373.0,93.7,7.0,20.48,8.25,12.23
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,0,1,First,11.7,2354.0,177.6,5.0,20.48,4.45,16.03
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,1,0,First,19.3,1248.0,73.9,5.0,20.48,3.7,16.78
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,1,0,First,17.8,1399.0,68.0,5.0,20.48,2.8,17.68
324,Honda City ZX GXi,Kolkata,2008,40000,0,0,First,17.7,1497.0,78.0,5.0,20.48,1.8,18.68
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,1,1,First,17.68,1968.0,174.33,5.0,20.48,21.95,-1.4699999999999989
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,1,1,First,9.52,2993.0,313.0,4.0,20.48,49.0,-28.52
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,1,1,First,14.75,2967.0,245.0,7.0,1.04,62.67,-61.63
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,1,0,First,23.0,1396.0,90.0,5.0,20.48,5.5,14.98
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,0,1,Third,16.95,1197.0,78.9,5.0,20.48,2.95,17.53
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,0,1,First,19.0,1199.0,88.7,5.0,20.48,6.86,13.620000000000001
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,1,0,First,25.2,1248.0,74.0,5.0,20.48,6.15,14.33
333,Hyundai i20 Asta 1.2,Pune,2011,79152,0,0,Second,18.5,1197.0,82.85,5.0,20.48,3.3,17.18
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,0,0,First,16.47,1198.0,73.9,5.0,20.48,2.55,17.93
335,Maruti Alto LXi,Ahmedabad,2009,35000,0,0,First,19.7,796.0,46.3,5.0,20.48,1.5,18.98
336,Toyota Corolla H4,Chennai,2004,105000,0,1,Second,11.3,1794.0,125.0,5.0,20.48,2.5,17.98
337,Maruti Alto LXi,Chennai,2006,56000,0,0,Second,19.7,796.0,46.3,5.0,20.48,1.4,19.080000000000002
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,1,0,First,21.12,1248.0,88.8,5.0,20.48,3.4,17.080000000000002
339,Maruti Alto LXi,Pune,2012,38000,0,0,First,19.7,796.0,46.3,5.0,20.48,2.25,18.23
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,1,1,First,19.3,1968.0,141.0,5.0,20.48,7.5,12.98
341,Toyota Corolla H4,Kolkata,2008,80000,0,1,First,11.3,1794.0,125.0,5.0,20.48,2.8,17.68
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,0,0,First,18.6,1197.0,81.83,5.0,20.48,7.66,12.82
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,1,0,First,24.3,1248.0,88.5,5.0,9.12,7.15,1.9699999999999989
344,Honda City 1.5 V MT,Delhi,2010,87430,0,0,First,17.0,1497.0,118.0,5.0,20.48,3.5,16.98
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,1,0,Second,18.0,1248.0,75.0,5.0,20.48,3.5,16.98
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,1,0,First,25.8,1498.0,98.6,5.0,20.48,3.45,17.03
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,0,0,First,21.1,814.0,55.2,5.0,20.48,3.55,16.93
348,BMW 3 Series Luxury Line,Kochi,2015,30717,1,1,Second,21.76,1995.0,190.0,5.0,58.67,25.99,32.68000000000001
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,1,0,First,22.32,1582.0,126.32,5.0,20.48,5.25,15.23
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,1,0,First,21.02,1248.0,88.8,5.0,20.48,2.9,17.580000000000002
351,Skoda Octavia RS,Jaipur,2005,100000,0,1,First,14.45,1984.0,227.0,5.0,28.37,2.05,26.32
352,Maruti Alto K10 VXI,Pune,2017,30000,0,0,First,24.07,998.0,67.1,5.0,4.48,3.75,0.7300000000000004
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,1,0,First,22.7,1498.0,89.84,5.0,20.48,6.75,13.73
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,0,0,Second,18.0,995.0,62.0,5.0,20.48,0.95,19.53
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,1,1,First,19.33,1999.0,177.0,5.0,72.64,52.0,20.64
356,Honda CR-V RVi MT,Jaipur,2007,119000,0,0,Third,13.1,1997.0,141.1,5.0,20.48,3.91,16.57
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,0,1,First,14.67,1798.0,177.46,5.0,36.15,27.3,8.849999999999998
358,Hyundai i10 Magna 1.2,Chennai,2009,620000,0,0,First,20.36,1197.0,78.9,5.0,20.48,2.7,17.78
359,Maruti Swift LDI,Delhi,2013,70000,1,0,First,22.9,1248.0,74.0,5.0,20.48,3.5,16.98
360,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,0,1,First,18.5,1197.0,83.14,5.0,20.48,6.2,14.280000000000001
361,Nissan Micra Diesel XV,Chennai,2011,83000,1,0,First,23.08,1461.0,63.1,5.0,20.48,2.75,17.73
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,1,0,First,23.4,1248.0,74.0,5.0,20.48,3.25,17.23
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,1,0,First,17.8,1399.0,67.0,5.0,20.48,3.25,17.23
364,Maruti Zen LX,Kolkata,2003,65000,0,0,First,17.3,993.0,60.0,5.0,20.48,0.65,19.830000000000002
365,Mini Clubman Cooper S,Pune,2017,8350,0,0,First,13.8,1998.0,192.0,5.0,44.59,35.0,9.590000000000003
366,Toyota Etios GD,Kolkata,2014,45000,1,0,First,23.59,1364.0,67.05,5.0,20.48,3.25,17.23
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,0,0,First,24.7,796.0,47.3,5.0,20.48,2.9,17.580000000000002
368,Maruti Alto VXi,Bangalore,2011,11000,0,0,Third,18.9,796.0,47.0,5.0,20.48,2.9,17.580000000000002
369,BMW X5 3.0d,Bangalore,2009,90000,1,1,Second,11.0,2993.0,235.0,5.0,20.48,17.75,2.7300000000000004
370,Nissan Teana XV,Mumbai,2015,74000,0,1,Second,11.07,2496.0,179.5,5.0,20.48,8.25,12.23
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,0,1,First,18.9,1197.0,82.0,5.0,20.48,5.77,14.71
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,1,0,First,24.3,1248.0,88.5,5.0,12.0,9.49,2.51
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,1,1,Third,12.07,2967.0,241.4,7.0,20.48,12.95,7.530000000000001
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,1,1,First,17.9,2143.0,136.0,5.0,20.48,20.0,0.4800000000000004
375,Maruti 800 AC,Chennai,2007,72000,0,0,Third,16.1,796.0,37.0,4.0,20.48,1.0,19.48
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,1,0,Second,20.45,1461.0,83.8,5.0,20.48,7.1,13.38
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,1,0,First,21.43,1364.0,87.2,5.0,20.48,16.5,3.9800000000000004
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,1,0,First,15.8,2148.0,170.0,5.0,20.48,26.0,-5.52
379,Maruti Ritz VDi,Hyderabad,2010,68000,1,0,Second,21.1,1248.0,73.9,5.0,20.48,3.2,17.28
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,0,1,First,16.0,1497.0,117.3,7.0,14.65,9.48,5.17
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,1,0,First,24.4,1120.0,71.0,5.0,20.48,4.0,16.48
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,1,1,First,14.21,2143.0,203.0,5.0,20.48,26.5,-6.02
383,Mercedes-Benz B Class B180,Kochi,2014,41380,0,1,Second,14.8,1595.0,120.7,5.0,20.48,11.77,8.71
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,1,1,First,15.0,2143.0,204.0,5.0,20.48,37.0,-16.52
385,Honda City i VTEC VX Option,Mumbai,2016,28000,0,0,First,17.8,1497.0,117.3,5.0,20.48,8.75,11.73
387,Honda City 1.5 S MT,Chennai,2011,93982,0,0,First,17.0,1497.0,118.0,5.0,20.48,3.75,16.73
388,Hyundai Verna Transform VTVT,Pune,2010,95000,0,0,First,16.2,1599.0,103.2,5.0,20.48,2.5,17.98
389,Jaguar XE Portfolio,Mumbai,2017,9000,0,1,First,13.5,1999.0,246.74,5.0,53.72,34.5,19.22
390,Honda Amaze S i-Vtech,Delhi,2015,52516,0,0,First,18.0,1198.0,86.7,5.0,20.48,4.65,15.83
391,Mini Cooper Convertible 1.6,Bangalore,2015,20000,0,1,First,18.86,1598.0,122.0,4.0,20.48,32.0,-11.52
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,1,1,First,13.5,2987.0,282.0,5.0,20.48,62.81,-42.33
393,Hyundai EON Magna Plus,Chennai,2014,37000,0,0,First,21.1,814.0,55.2,5.0,20.48,3.25,17.23
394,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,0,0,First,20.51,998.0,67.04,5.0,20.48,3.1,17.38
395,Maruti Ritz LDi,Coimbatore,2011,90207,1,0,First,21.1,1248.0,73.9,5.0,20.48,3.91,16.57
396,BMW 3 Series 320d Sedan,Chennai,2011,89616,1,1,First,16.07,1995.0,181.0,5.0,20.48,11.0,9.48
397,Tata Xenon XT EX 4X2,Pune,2014,85000,1,0,First,13.49,2179.0,138.03,5.0,20.48,3.5,16.98
398,Audi A3 35 TDI Attraction,Chennai,2014,79271,1,1,First,20.38,1968.0,143.0,5.0,20.48,16.5,3.9800000000000004
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,1,1,First,12.7,2179.0,187.7,5.0,20.48,30.0,-9.52
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,1,1,Second,12.0,2987.0,224.0,7.0,20.48,28.0,-7.52
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,1,1,First,13.5,2477.0,175.56,7.0,33.91,28.0,5.909999999999997
402,Maruti Alto LX,Jaipur,2010,125000,0,0,First,19.7,796.0,46.3,5.0,20.48,0.92,19.56
403,Maruti Wagon R LXI BSIII,Pune,2013,53000,0,0,First,14.0,1061.0,64.0,5.0,20.48,2.75,17.73
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,1,1,First,12.7,2179.0,187.7,5.0,20.48,53.83,-33.349999999999994
405,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,0,0,Second,17.01,1591.0,121.3,5.0,20.48,4.95,15.530000000000001
406,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,1,1,First,16.73,2993.0,218.0,5.0,20.48,33.5,-13.02
407,Jaguar XF Diesel,Bangalore,2013,75000,1,1,First,14.74,2993.0,270.9,5.0,20.48,27.95,-7.469999999999999
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,0,1,First,13.7,1798.0,157.75,5.0,20.48,7.25,13.23
409,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,1,1,First,15.73,1968.0,174.33,5.0,20.48,25.71,-5.23
410,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,1,1,First,12.7,2179.0,187.7,5.0,20.48,29.67,-9.190000000000001
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,1,1,First,14.84,2143.0,170.0,5.0,20.48,19.0,1.4800000000000004
412,Mahindra Scorpio S10 4WD,Kochi,2017,28464,1,0,First,15.4,2179.0,120.0,7.0,20.48,13.05,7.43
413,BMW 3 Series Luxury Line,Mumbai,2015,41000,1,1,First,21.76,1995.0,190.0,5.0,60.88,25.5,35.38
414,Honda BR-V i-VTEC S MT,Pune,2017,9000,0,0,First,15.4,1497.0,117.3,7.0,12.51,8.5,4.01
415,Volvo S80 2006-2013 D5,Chennai,2010,92098,1,1,Second,16.0,2400.0,215.0,5.0,20.48,7.25,13.23
416,Hyundai Accent GLE,Pune,2005,5834,0,0,First,13.2,1495.0,94.0,5.0,20.48,0.8,19.68
417,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,0,0,First,17.19,1197.0,81.86,5.0,9.74,6.9,2.84
418,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,0,1,First,11.5,2996.0,367.0,5.0,95.38,70.99,24.39
419,Hyundai EON Magna Plus,Kolkata,2015,20800,0,0,Second,21.1,814.0,55.2,5.0,20.48,2.25,18.23
420,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,0,0,First,18.9,1197.0,81.86,5.0,20.48,5.5,14.98
421,Honda City 1.5 EXI S,Mumbai,2013,52576,0,0,First,13.0,1493.0,100.0,5.0,20.48,4.35,16.130000000000003
422,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,0,0,First,16.47,1198.0,73.9,5.0,20.48,2.25,18.23
